fold,video_id,true_label,hybrid_prob,anatomy_prob,predicted_prob,predicted_label,hybrid_weight,anatomy_weight
2,14.RG,1,0.41486221051515815,0.947689108175472,0.6812756593453151,1,0.5,0.5
2,16.RB,0,0.2192264776135115,9.123349296398048e-08,0.10961328442350222,0,0.5,0.5
2,20.MG,1,0.6290223434536764,0.01583345846059364,0.322427900957135,0,0.5,0.5
2,21.RG,1,0.6667046348483597,0.9996511923077107,0.8331779135780353,1,0.5,0.5
2,23.RG,1,0.38856644422136255,2.709681918751939e-08,0.19428323565909086,0,0.5,0.5
2,27.RB,0,0.49399515426952706,0.00011233309762381426,0.24705374368357544,0,0.5,0.5
2,3.LG,1,0.622397766122045,0.6028611028182226,0.6126294344701337,1,0.5,0.5
2,31.RB,0,0.2243401934926599,7.700582403869245e-10,0.11217009713135907,0,0.5,0.5
2,34.MB,0,0.21119084408784947,0.00039437629684875607,0.10579261019234912,0,0.5,0.5
2,36.LB,0,0.31346479257142634,0.019065456991332667,0.1662651247813795,0,0.5,0.5
2,47.MG,1,0.7531692953576402,0.9197708704873414,0.8364700829224908,1,0.5,0.5
2,8.MB,0,0.17433054420571445,0.10433013358239866,0.13933033889405655,0,0.5,0.5
