fold,video_id,true_label,hybrid_prob,anatomy_prob,predicted_prob,predicted_label,hybrid_weight,anatomy_weight
1,11.MG,1,0.615166949786765,0.9775416532744479,0.7963543015306065,1,0.5,0.5
1,13.MB,0,0.5166062058016546,0.9850010126878594,0.750803609244757,1,0.5,0.5
1,18.RG,1,0.8060916124095112,0.9989872018011942,0.9025394071053527,1,0.5,0.5
1,2.MG,1,0.9453325641769825,0.23283396871892034,0.5890832664479514,1,0.5,0.5
1,29.CB,0,0.22723601609763897,0.000259550159367919,0.11374778312850345,0,0.5,0.5
1,32.RB,0,0.7689601716114522,0.0018646670877266224,0.3854124193495894,0,0.5,0.5
1,35.RB,0,0.1033571038888488,0.029540253287629544,0.06644867858823918,0,0.5,0.5
1,37.LB,0,0.16112110204307162,0.8636937623813232,0.5124074322121974,1,0.5,0.5
1,39.LB,0,0.05304108608288595,0.003803188738519503,0.028422137410702725,0,0.5,0.5
1,41.MG,1,0.8377549013168658,0.9999053146227417,0.9188301079698038,1,0.5,0.5
1,49.RG,1,0.7487872497987045,0.9990377633409482,0.8739125065698263,1,0.5,0.5
1,53.RB,0,0.1508529187310412,0.0012559501671030218,0.07605443444907212,0,0.5,0.5
1,6.RG,1,0.92978887491342,0.9999961360424101,0.964892505477915,1,0.5,0.5
