fold,video_id,true_label,hybrid_prob,anatomy_prob,predicted_prob,predicted_label,hybrid_weight,anatomy_weight
0,17.RB,0,0.23217219884117055,1.0,0.6160860994205852,1,0.5,0.5
0,26.RB,0,0.09252278851607956,9.042015402818473e-05,0.046306604335053875,0,0.5,0.5
0,28.CB,0,0.05632215147800589,2.1086815731566094e-06,0.028162130079789526,0,0.5,0.5
0,33.RB,0,0.21256681149768344,3.554275642629127e-05,0.10630117712705486,0,0.5,0.5
0,38.CB,0,0.31929728517801753,0.00024847215476714486,0.15977287866639234,0,0.5,0.5
0,4.RB,0,0.5325519293167763,0.9906634650211068,0.7616076971689416,1,0.5,0.5
0,40.RG,1,0.5,0.9988815429762924,0.7494407714881461,1,0.5,0.5
0,44.RG,1,0.6199635996233331,0.827211334286085,0.7235874669547091,1,0.5,0.5
0,45.MG,1,0.833227048323813,0.9994596659557862,0.9163433571397996,1,0.5,0.5
0,48.RG,1,0.7530802726893406,0.9999936762352641,0.8765369744623024,1,0.5,0.5
0,5.MG,1,0.6222876872186176,0.992039439532482,0.8071635633755498,1,0.5,0.5
0,50.RG,1,0.7457979350677667,0.9985314252638353,0.872164680165801,1,0.5,0.5
0,51.RG,1,0.6929292371880572,0.9999973628693408,0.846463300028699,1,0.5,0.5
