fold,video_id,true_label,hybrid_prob,anatomy_prob,predicted_prob,predicted_label,hybrid_weight,anatomy_weight
0,17.RB,0,0.23217219884117055,1.0,0.6160860994205852,1,0.5,0.5
0,26.RB,0,0.09252278851607956,9.042015402818473e-05,0.046306604335053875,0,0.5,0.5
0,28.CB,0,0.05632215147800589,2.1086815731566094e-06,0.028162130079789526,0,0.5,0.5
0,33.RB,0,0.21256681149768344,3.554275642629127e-05,0.10630117712705486,0,0.5,0.5
0,38.CB,0,0.31929728517801753,0.00024847215476714486,0.15977287866639234,0,0.5,0.5
0,4.RB,0,0.5325519293167763,0.9906634650211068,0.7616076971689416,1,0.5,0.5
0,40.RG,1,0.5,0.9988815429762924,0.7494407714881461,1,0.5,0.5
0,44.RG,1,0.6199635996233331,0.827211334286085,0.7235874669547091,1,0.5,0.5
0,45.MG,1,0.833227048323813,0.9994596659557862,0.9163433571397996,1,0.5,0.5
0,48.RG,1,0.7530802726893406,0.9999936762352641,0.8765369744623024,1,0.5,0.5
0,5.MG,1,0.6222876872186176,0.992039439532482,0.8071635633755498,1,0.5,0.5
0,50.RG,1,0.7457979350677667,0.9985314252638353,0.872164680165801,1,0.5,0.5
0,51.RG,1,0.6929292371880572,0.9999973628693408,0.846463300028699,1,0.5,0.5
1,11.MG,1,0.615166949786765,0.9775416532744479,0.7963543015306065,1,0.5,0.5
1,13.MB,0,0.5166062058016546,0.9850010126878594,0.750803609244757,1,0.5,0.5
1,18.RG,1,0.8060916124095112,0.9989872018011942,0.9025394071053527,1,0.5,0.5
1,2.MG,1,0.9453325641769825,0.23283396871892034,0.5890832664479514,1,0.5,0.5
1,29.CB,0,0.22723601609763897,0.000259550159367919,0.11374778312850345,0,0.5,0.5
1,32.RB,0,0.7689601716114522,0.0018646670877266224,0.3854124193495894,0,0.5,0.5
1,35.RB,0,0.1033571038888488,0.029540253287629544,0.06644867858823918,0,0.5,0.5
1,37.LB,0,0.16112110204307162,0.8636937623813232,0.5124074322121974,1,0.5,0.5
1,39.LB,0,0.05304108608288595,0.003803188738519503,0.028422137410702725,0,0.5,0.5
1,41.MG,1,0.8377549013168658,0.9999053146227417,0.9188301079698038,1,0.5,0.5
1,49.RG,1,0.7487872497987045,0.9990377633409482,0.8739125065698263,1,0.5,0.5
1,53.RB,0,0.1508529187310412,0.0012559501671030218,0.07605443444907212,0,0.5,0.5
1,6.RG,1,0.92978887491342,0.9999961360424101,0.964892505477915,1,0.5,0.5
2,14.RG,1,0.41486221051515815,0.947689108175472,0.6812756593453151,1,0.5,0.5
2,16.RB,0,0.2192264776135115,9.123349296398048e-08,0.10961328442350222,0,0.5,0.5
2,20.MG,1,0.6290223434536764,0.01583345846059364,0.322427900957135,0,0.5,0.5
2,21.RG,1,0.6667046348483597,0.9996511923077107,0.8331779135780353,1,0.5,0.5
2,23.RG,1,0.38856644422136255,2.709681918751939e-08,0.19428323565909086,0,0.5,0.5
2,27.RB,0,0.49399515426952706,0.00011233309762381426,0.24705374368357544,0,0.5,0.5
2,3.LG,1,0.622397766122045,0.6028611028182226,0.6126294344701337,1,0.5,0.5
2,31.RB,0,0.2243401934926599,7.700582403869245e-10,0.11217009713135907,0,0.5,0.5
2,34.MB,0,0.21119084408784947,0.00039437629684875607,0.10579261019234912,0,0.5,0.5
2,36.LB,0,0.31346479257142634,0.019065456991332667,0.1662651247813795,0,0.5,0.5
2,47.MG,1,0.7531692953576402,0.9197708704873414,0.8364700829224908,1,0.5,0.5
2,8.MB,0,0.17433054420571445,0.10433013358239866,0.13933033889405655,0,0.5,0.5
3,1.RG,1,0.9381927795375274,0.9999680512227438,0.9690804153801356,1,0.5,0.5
3,10.MB,0,0.8117568393831596,0.001248088048759598,0.4065024637159596,0,0.5,0.5
3,12.MB,0,0.1553511738386493,0.00019331341923294366,0.07777224362894113,0,0.5,0.5
3,15.LB,0,0.37056709076250605,0.00010598208106562573,0.18533653642178582,0,0.5,0.5
3,19.LG,1,0.654020703996848,2.1291746295595343e-05,0.3270209978715718,0,0.5,0.5
3,25.RB,0,0.06090692851971228,0.017762293872707977,0.03933461119621013,0,0.5,0.5
3,30.CB,0,0.9364049457629534,0.9846924982967892,0.9605487220298713,1,0.5,0.5
3,43.RG,1,0.7991226375159665,0.9999968504814732,0.8995597439987199,1,0.5,0.5
3,46.RG,1,0.9840107226984709,0.7742612442827602,0.8791359834906156,1,0.5,0.5
3,52.MG,1,0.8521929198677027,0.9986729321308842,0.9254329259992935,1,0.5,0.5
3,54.MG,1,0.9111158564654515,0.9534475707095664,0.932281713587509,1,0.5,0.5
3,7.LB,0,0.31152249921068165,0.004128933909642249,0.15782571656016195,0,0.5,0.5
