fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
0,45.MG,1,1,0.8560445898080745,0.8560445898080745,-1
0,51.RG,1,1,0.7131306576381028,0.7131306576381028,-1
0,50.RG,1,1,0.7682720300352341,0.7682720300352341,-1
0,40.RG,1,1,0.508228977272819,0.508228977272819,-1
0,44.RG,1,1,0.6361664588308265,0.6361664588308265,-1
0,5.MG,1,1,0.6387330369889389,0.6387330369889389,-1
0,48.RG,1,1,0.7757614461435476,0.7757614461435476,-1
0,26.RB,0,0,0.07681033187493938,0.07681033187493938,-1
0,17.RB,0,0,0.21517014329460482,0.21517014329460482,-1
0,33.RB,0,0,0.19490241991252055,0.19490241991252055,-1
0,38.CB,0,0,0.307376473925327,0.307376473925327,-1
0,28.CB,0,0,0.043695983720966815,0.043695983720966815,-1
0,4.RB,0,1,0.540165067148072,0.540165067148072,-1
