fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
1,41.MG,1,1,0.7670902717832885,0.7670902717832885,-1
1,6.RG,1,1,0.8683875683054363,0.8683875683054363,-1
1,11.MG,1,1,0.5805087510539069,0.5805087510539069,-1
1,2.MG,1,1,0.8893440524012367,0.8893440524012367,-1
1,18.RG,1,1,0.7373781597840056,0.7373781597840056,-1
1,49.RG,1,1,0.6872553821582745,0.6872553821582745,-1
1,32.RB,0,1,0.7044547253140532,0.7044547253140532,-1
1,53.RB,0,0,0.2155726121127818,0.2155726121127818,-1
1,29.CB,0,0,0.2849283235194139,0.2849283235194139,-1
1,13.MB,0,1,0.5077927037238501,0.5077927037238501,-1
1,37.LB,0,0,0.2254573712566447,0.2254573712566447,-1
1,39.LB,0,0,0.10217117528151912,0.10217117528151912,-1
1,35.RB,0,0,0.1665154321432509,0.1665154321432509,-1
