fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
3,54.MG,1,1,0.8237324394573078,0.8237324394573078,-1
3,19.LG,1,1,0.5898219109551724,0.5898219109551724,-1
3,43.RG,1,1,0.7069989063548452,0.7069989063548452,-1
3,46.RG,1,1,0.9425000978962453,0.9425000978962453,-1
3,1.RG,1,1,0.8602168431184927,0.8602168431184927,-1
3,52.MG,1,1,0.7576354868908992,0.7576354868908992,-1
3,7.LB,0,0,0.3480951299996858,0.3480951299996858,-1
3,15.LB,0,0,0.3881254622658974,0.3881254622658974,-1
3,12.MB,0,0,0.2196393282919178,0.2196393282919178,-1
3,10.MB,0,1,0.7185228127128862,0.7185228127128862,-1
3,25.RB,0,0,0.1195855835107193,0.1195855835107193,-1
3,30.CB,0,1,0.857630952599317,0.857630952599317,-1
