fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
0,45.MG,1,1,0.8740897786146015,0.8740897786146015,-1
0,51.RG,1,1,0.731550041562985,0.731550041562985,-1
0,50.RG,1,1,0.7877136491033367,0.7877136491033367,-1
0,40.RG,1,1,0.5154242758246864,0.5154242758246864,-1
0,44.RG,1,1,0.648475220801941,0.648475220801941,-1
0,5.MG,1,1,0.6509626353685339,0.6509626353685339,-1
0,48.RG,1,1,0.7952443293388339,0.7952443293388339,-1
0,26.RB,0,0,0.06668809054721223,0.06668809054721223,-1
0,17.RB,0,0,0.20414606373717553,0.20414606373717553,-1
0,33.RB,0,0,0.18333014549896678,0.18333014549896678,-1
0,38.CB,0,0,0.3006189741146851,0.3006189741146851,-1
0,28.CB,0,0,0.03595157552004671,0.03595157552004671,-1
0,4.RB,0,1,0.5496163790101577,0.5496163790101577,-1
1,41.MG,1,1,0.7883669180827778,0.7883669180827778,-1
1,6.RG,1,1,0.8879613204228548,0.8879613204228548,-1
1,11.MG,1,1,0.5924358776127313,0.5924358776127313,-1
1,2.MG,1,1,0.907559525890722,0.907559525890722,-1
1,18.RG,1,1,0.7579925056873439,0.7579925056873439,-1
1,49.RG,1,1,0.7058790051474918,0.7058790051474918,-1
1,32.RB,0,1,0.7238735253640474,0.7238735253640474,-1
1,53.RB,0,0,0.2005173285072522,0.2005173285072522,-1
1,29.CB,0,0,0.27299704771512034,0.27299704771512034,-1
1,13.MB,0,1,0.5134981909382024,0.5134981909382024,-1
1,37.LB,0,0,0.21072137994374035,0.21072137994374035,-1
1,39.LB,0,0,0.08779339354357851,0.08779339354357851,-1
1,35.RB,0,0,0.15065495019075534,0.15065495019075534,-1
2,20.MG,1,1,0.6659009761063833,0.6659009761063833,-1
2,14.RG,1,0,0.38399502011738684,0.38399502011738684,-1
2,21.RG,1,1,0.7163277834578272,0.7163277834578272,-1
2,23.RG,1,0,0.3503700291869813,0.3503700291869813,-1
2,3.LG,1,1,0.6579031101923409,0.6579031101923409,-1
2,47.MG,1,1,0.8171553412358082,0.8171553412358082,-1
2,16.RB,0,0,0.15102752876514453,0.15102752876514453,-1
2,27.RB,0,1,0.48928164906740534,0.48928164906740534,-1
2,34.MB,0,0,0.14296810456533554,0.14296810456533554,-1
2,8.MB,0,0,0.1079635277002429,0.1079635277002429,-1
2,36.LB,0,0,0.25547004076647156,0.25547004076647156,-1
2,31.RB,0,0,0.15623243213442398,0.15623243213442398,-1
3,54.MG,1,1,0.8971282299080904,0.8971282299080904,-1
3,19.LG,1,1,0.6542829593995755,0.6542829593995755,-1
3,43.RG,1,1,0.7875528344186306,0.7875528344186306,-1
3,46.RG,1,1,0.9778060547938332,0.9778060547938332,-1
3,1.RG,1,1,0.925582596723116,0.925582596723116,-1
3,52.MG,1,1,0.838277000202334,0.838277000202334,-1
3,7.LB,0,0,0.3447572214451807,0.3447572214451807,-1
3,15.LB,0,0,0.3967148987348058,0.3967148987348058,-1
3,12.MB,0,0,0.18730919310893132,0.18730919310893132,-1
3,10.MB,0,1,0.7994864474365587,0.7994864474365587,-1
3,25.RB,0,0,0.0824511220907649,0.0824511220907649,-1
3,30.CB,0,1,0.9236657805828115,0.9236657805828115,-1
