fold,video_id,true_label,hybrid_prob,anatomy_prob,predicted_prob,predicted_label,hybrid_weight,anatomy_weight
2,14.RG,1,0.359710844790379,0.6589954325504879,0.5093531386704334,1,0.5,0.5
2,16.RB,0,0.12313093939713428,0.5332917128184066,0.32821132610777043,0,0.5,0.5
2,20.MG,1,0.6685067143815874,0.14945481140845868,0.40898076289502305,0,0.5,0.5
2,21.RG,1,0.7235957215808848,0.989466866343469,0.856531293962177,1,0.5,0.5
2,23.RG,1,0.32047142493425157,0.09437578166711971,0.20742360330068565,0,0.5,0.5
2,27.RB,0,0.47342373385688513,0.015217870118512708,0.24432080198769893,0,0.5,0.5
2,3.LG,1,0.6597154922515,0.0004089349089006442,0.33006221358020027,0,0.5,0.5
2,31.RB,0,0.12797721097620662,0.231264485062927,0.1796208480195668,0,0.5,0.5
2,34.MB,0,0.11567865968579617,0.015419008533210597,0.06554883410950338,0,0.5,0.5
2,36.LB,0,0.22466390321463775,0.19156973040520495,0.20811681680992133,0,0.5,0.5
2,47.MG,1,0.8309040681350153,0.8971857530127588,0.864044910573887,1,0.5,0.5
2,8.MB,0,0.08410514541403781,0.0014129269111273672,0.04275903616258259,0,0.5,0.5
