fold,video_id,true_label,hybrid_prob,anatomy_prob,predicted_prob,predicted_label,hybrid_weight,anatomy_weight
0,17.RB,0,0.21517014329460482,0.5133505533884068,0.36426034834150584,0,0.5,0.5
0,26.RB,0,0.07681033187493938,0.5113002119544551,0.2940552719146972,0,0.5,0.5
0,28.CB,0,0.043695983720966815,0.519908288038741,0.2818021358798539,0,0.5,0.5
0,33.RB,0,0.19490241991252055,0.5092494902160728,0.3520759550642967,0,0.5,0.5
0,38.CB,0,0.307376473925327,0.42421919758338456,0.36579783575435576,0,0.5,0.5
0,4.RB,0,0.540165067148072,0.4476221360398933,0.49389360159398266,0,0.5,0.5
0,40.RG,1,0.508228977272819,0.5628055213574101,0.5355172493151146,1,0.5,0.5
0,44.RG,1,0.6361664588308265,0.6118225365330614,0.6239944976819439,1,0.5,0.5
0,45.MG,1,0.8560445898080745,0.6181697853822957,0.7371071875951851,1,0.5,0.5
0,48.RG,1,0.7757614461435476,0.5903123442899478,0.6830368952167477,1,0.5,0.5
0,5.MG,1,0.6387330369889389,0.4667633103836182,0.5527481736862785,1,0.5,0.5
0,50.RG,1,0.7682720300352341,0.5946713644822759,0.681471697258755,1,0.5,0.5
0,51.RG,1,0.7131306576381028,0.6238352523582719,0.6684829549981873,1,0.5,0.5
