fold,video_id,true_label,hybrid_prob,anatomy_prob,predicted_prob,predicted_label,hybrid_weight,anatomy_weight
3,1.RG,1,0.8602168431184927,0.4538134150313368,0.6570151290749148,1,0.5,0.5
3,10.MB,0,0.7185228127128862,0.521248183498274,0.6198854981055801,1,0.5,0.5
3,12.MB,0,0.2196393282919178,0.26984418696597445,0.24474175762894612,0,0.5,0.5
3,15.LB,0,0.3881254622658974,0.3693956910337716,0.37876057664983453,0,0.5,0.5
3,19.LG,1,0.5898219109551724,0.4400871877260179,0.5149545493405951,1,0.5,0.5
3,25.RB,0,0.1195855835107193,0.5442161706527608,0.3319008770817401,0,0.5,0.5
3,30.CB,0,0.857630952599317,0.5940369209942444,0.7258339367967808,1,0.5,0.5
3,43.RG,1,0.7069989063548452,0.6674626753213213,0.6872307908380832,1,0.5,0.5
3,46.RG,1,0.9425000978962453,0.6235898336279796,0.7830449657621125,1,0.5,0.5
3,52.MG,1,0.7576354868908992,0.6442435974565657,0.7009395421737324,1,0.5,0.5
3,54.MG,1,0.8237324394573078,0.6245478179009032,0.7241401286791055,1,0.5,0.5
3,7.LB,0,0.3480951299996858,0.4546232401024956,0.4013591850510907,0,0.5,0.5
