fold,video_id,true_label,predicted_label,predicted_prob,logit_mean,n_clips
0,14.RG,1,0,0.13922913273711623,-1.8217073321342467,5
0,16.RB,0,0,0.473213900923095,-0.10724707394838333,5
0,17.RB,0,0,0.34223379198812626,-0.6533554553985595,5
0,2.MG,1,1,0.8069127211764556,1.4300732016563416,5
0,5.MG,1,1,0.8961684059115813,2.1553580492734907,5
1,1.RG,1,1,0.9478777843526284,2.9006343126296996,5
1,12.MB,0,1,0.8257770622328815,1.5559891059994697,5
1,19.LG,1,1,0.9352574971251336,2.670403981208801,5
1,24.RB,0,0,0.301370342523562,-0.8407809019088746,5
1,3.LG,1,1,0.8222033650227393,1.5313473701477052,5
2,13.MB,0,1,0.5246603726770467,0.0987215906381607,5
2,15.LB,0,1,0.7140713176841837,0.9152404248714447,5
2,18.RG,1,1,0.6788290617991004,0.7483958467841149,5
2,21.RG,1,1,0.6626694799059347,0.6752131223678589,5
2,8.MB,0,1,0.5380440793190875,0.15247101187705994,5
3,10.MB,0,0,0.08010987367937263,-2.440855121612549,5
3,20.MG,1,1,0.7166513692105434,0.9279114365577698,5
3,23.RG,1,1,0.80790330397366,1.4364435076713562,5
3,4.RB,0,1,0.7859054810454019,1.3004189372062682,5
3,7.LB,0,0,0.3646469109786192,-0.5552513718605041,5
