fold,video_id,true_label,hybrid_prob,anatomy_prob,predicted_prob,predicted_label,hybrid_weight,anatomy_weight
0,17.RB,0,0.16324235151066957,0.0001357310454177937,0.08168904127804368,0,0.5,0.5
0,26.RB,0,0.04318117939735579,6.171248811917718e-06,0.02159367532308385,0,0.5,0.5
0,28.CB,0,0.019559326414744175,0.013011150371119627,0.016285238392931903,0,0.5,0.5
0,33.RB,0,0.1429797916438668,7.759354817490158e-05,0.07152869259602085,0,0.5,0.5
0,38.CB,0,0.26333905162288135,8.202205206613842e-08,0.1316695668224667,0,0.5,0.5
0,4.RB,0,0.5486987685041457,0.9488190247251107,0.7487588966146281,1,0.5,0.5
0,40.RG,1,0.5085662711944888,0.9975897040523816,0.7530779876234353,1,0.5,0.5
0,44.RG,1,0.6637921111391093,0.9983552941190703,0.8310737026290898,1,0.5,0.5
0,45.MG,1,0.9033601296211543,0.9943248734797997,0.948842501550477,1,0.5,0.5
0,48.RG,1,0.8254789757573793,0.9796535804311767,0.902566278094278,1,0.5,0.5
0,5.MG,1,0.6666476282880406,0.9641832172018805,0.8154154227449606,1,0.5,0.5
0,50.RG,1,0.8176244863359357,0.9999276596663776,0.9087760730011567,1,0.5,0.5
0,51.RG,1,0.7573081087998504,0.9873465547714113,0.8723273317856308,1,0.5,0.5
