fold,video_id,true_label,predicted_label,predicted_prob,logit_mean,n_clips
0,17.RB,0,1,0.9694296095391236,3.456675958633423,5
0,26.RB,0,1,0.9510168088083727,2.9660545349121095,5
0,28.CB,0,1,0.9519908620002338,2.9871640682220457,5
0,33.RB,0,1,0.9572759517499398,3.1093297481536863,5
0,38.CB,0,1,0.9721176978071564,3.551484727859497,5
0,4.RB,0,1,0.969209159832312,3.4492631912231446,5
0,40.RG,1,1,0.966031051095825,3.347749137878418,5
0,44.RG,1,1,0.9695840829408997,3.461901140213013,5
0,45.MG,1,1,0.9750231141284488,3.6645103454589845,5
0,48.RG,1,1,0.967463041797346,3.392300605773926,5
0,5.MG,1,1,0.9702803942310418,3.4857781410217283,5
0,50.RG,1,1,0.9716630450209566,3.534842300415039,5
0,51.RG,1,1,0.9710480332953882,3.5127377986907957,5
1,11.MG,1,1,0.841054825684777,1.6660975217819214,5
1,13.MB,0,1,0.8313679581857994,1.5953534126281739,5
1,18.RG,1,1,0.8681231555493536,1.8844650983810425,5
1,2.MG,1,1,0.8550193903293106,1.7745241403579712,5
1,29.CB,0,1,0.6912623008457564,0.8060273014008998,5
1,32.RB,0,1,0.6800898966991361,0.7541849613189697,5
1,35.RB,0,1,0.5554385962547106,0.2226698786020279,5
1,37.LB,0,1,0.6659699466945754,0.6900135755538941,5
1,39.LB,0,0,0.41662810347350004,-0.33663089871406554,5
1,41.MG,1,1,0.8080684005255393,1.437507653236389,5
1,49.RG,1,1,0.7551431628316695,1.1262336492538452,5
1,53.RB,0,0,0.3106532911930946,-0.7970668792724609,5
1,6.RG,1,1,0.8341779019790593,1.615531176328659,5
2,14.RG,1,1,0.8907098722789555,2.098012685775757,5
2,16.RB,0,1,0.8835372001923328,2.0263614892959594,5
2,20.MG,1,1,0.8925542832632687,2.1171015739440917,5
2,21.RG,1,1,0.8796363844750462,1.9889913320541381,5
2,23.RG,1,1,0.8743640853337905,1.9401087045669556,5
2,27.RB,0,1,0.8940978742806114,2.1332999229431153,5
2,3.LG,1,1,0.8874127355013581,2.06458158493042,5
2,31.RB,0,1,0.9159793836394547,2.388931655883789,5
2,34.MB,0,1,0.9204649184569702,2.4486806869506834,5
2,36.LB,0,1,0.9186271012260396,2.423837995529175,5
2,47.MG,1,1,0.9179165744200768,2.414370393753052,5
2,8.MB,0,1,0.8690395369717916,1.8924931526184081,5
3,1.RG,1,1,0.9947933144793926,5.252591514587403,5
3,10.MB,0,1,0.9905038699976632,4.647329425811767,5
3,12.MB,0,1,0.9924305601670614,4.876037979125977,5
3,15.LB,0,1,0.9932067925113552,4.9850156784057615,5
3,19.LG,1,1,0.9936498648639736,5.052908802032471,5
3,25.RB,0,1,0.8487019563693692,1.7244563817977905,5
3,30.CB,0,1,0.8819772150395708,2.0112885236740112,5
3,43.RG,1,1,0.9512986979406987,2.97212233543396,5
3,46.RG,1,1,0.9141153543811018,2.3649517059326173,5
3,52.MG,1,1,0.8239003871141816,1.542999815940857,5
3,54.MG,1,1,0.8615757643161398,1.8284398555755614,5
3,7.LB,0,1,0.9946315061683287,5.2218249320983885,5
