fold,video_id,true_label,predicted_label,predicted_prob,logit_mean,n_clips
0,11.MG,1,1,0.5920077391621397,0.3722715020179749,5
0,13.MB,0,1,0.6064845002215097,0.43255871534347534,5
0,17.RB,0,1,0.5952763016585119,0.38582106232643126,5
0,2.MG,1,1,0.5921670823773412,0.3729312539100647,5
0,21.RG,1,1,0.5964026229113591,0.39049819111824036,5
1,1.RG,1,1,0.6352341064104737,0.5547378420829773,5
1,12.MB,0,1,0.6274444445863762,0.5212689638137817,5
1,19.LG,1,1,0.629461373680443,0.5299067974090577,5
1,23.RG,1,1,0.6246422323074305,0.5092994391918182,5
1,8.MB,0,1,0.6278825595198307,0.5231436371803284,5
2,10.MB,0,1,0.8850104190971698,2.040757894515991,5
2,15.LB,0,1,0.8506493975489058,1.7397034764289856,5
2,18.RG,1,1,0.9222555443142959,2.4733951091766357,5
2,3.LG,1,1,0.9134632397860257,2.356673836708069,5
2,4.RB,0,1,0.952058603046698,2.988647222518921,5
3,14.RG,1,0,0.3454830337447289,-0.638953971862793,5
3,25.RB,0,0,0.12082591267122222,-1.9846321582794189,5
3,26.RB,0,0,0.12963319293834719,-1.904205870628357,5
3,6.RG,1,1,0.8873772782388147,2.064226746559143,5
3,7.LB,0,1,0.7477973512229416,1.0868990942835808,5
4,16.RB,0,0,0.15165391588705968,-1.7216876149177551,5
4,20.MG,1,1,0.6005681880953487,0.40783312022686,5
4,24.RB,0,0,0.3002331568736653,-0.8461878359317779,5
4,5.MG,1,1,0.5694878070262356,0.27976172640919683,5
