fold,video_id,true_label,predicted_label,predicted_prob,logit_mean,n_clips
2,14.RG,1,1,0.8907098722789555,2.098012685775757,5
2,16.RB,0,1,0.8835372001923328,2.0263614892959594,5
2,20.MG,1,1,0.8925542832632687,2.1171015739440917,5
2,21.RG,1,1,0.8796363844750462,1.9889913320541381,5
2,23.RG,1,1,0.8743640853337905,1.9401087045669556,5
2,27.RB,0,1,0.8940978742806114,2.1332999229431153,5
2,3.LG,1,1,0.8874127355013581,2.06458158493042,5
2,31.RB,0,1,0.9159793836394547,2.388931655883789,5
2,34.MB,0,1,0.9204649184569702,2.4486806869506834,5
2,36.LB,0,1,0.9186271012260396,2.423837995529175,5
2,47.MG,1,1,0.9179165744200768,2.414370393753052,5
2,8.MB,0,1,0.8690395369717916,1.8924931526184081,5
