epoch,train_loss,epoch_seconds,train_loss_box_reg,train_loss_classifier,train_loss_mask,train_loss_objectness,train_loss_rpn_box_reg,val_loss,val_loss_box_reg,val_loss_classifier,val_loss_mask,val_loss_objectness,val_loss_rpn_box_reg
0,1.5164045244455338,6.648838583845645,0.21093218494206667,0.4249080987647176,0.7029984779655933,0.15738408686593175,0.02018167889036704,1.0537972532919724,0.21165700598649337,0.23610741367740354,0.5305798187888162,0.05687807228669996,0.018574942819202838
1,0.9392936695367098,7.061783000361174,0.2599767753854394,0.23100507445633411,0.3948271833360195,0.03468275620252825,0.01880191067175474,0.9917094487053344,0.23151103810377763,0.2573100396787743,0.43090043340213685,0.05247624498937016,0.019511693245346077
2,0.76755809225142,7.284908624831587,0.2576025864109397,0.1825338671915233,0.3002964314073324,0.013660230877576396,0.013464964154991321,0.9289147745083718,0.20617423466986856,0.21235017337068154,0.41908579397665613,0.07217145515345218,0.019133118879508314
3,0.622418356128037,7.2695023328997195,0.2211761148646474,0.1390540455467999,0.23903813306242228,0.013122561485943152,0.010027498541603563,0.9528310210092804,0.20704729696327862,0.23088314543747843,0.4248126840758208,0.07064286169894561,0.019445032000367773
4,0.5162945315241814,7.2933837082237005,0.18797045899555087,0.0875194548862055,0.22181388293392956,0.010015934185503284,0.008974800644864445,0.8750227631008538,0.19551558779561642,0.15350648082357687,0.44688073431488373,0.061657188806361056,0.017462773638728717
5,0.4554427918046713,7.994927584193647,0.17422310775145888,0.07013639627257362,0.1964457982685417,0.005716854253478232,0.008920638720155694,0.9684296471866668,0.1910860163834934,0.2219702037608754,0.46120913819820053,0.07616500072885099,0.017999286648866644
6,0.3878428852185607,7.770848917309195,0.1389985716668889,0.06020134891150519,0.17537667322903872,0.006066307433684415,0.007199987787316786,0.8609767323065268,0.16171718128886609,0.1597419308947168,0.4409835255566595,0.07780458280740056,0.020729512154476472
7,0.3346170480363071,7.428891708143055,0.12561113783158362,0.04592957586282864,0.15422992827370763,0.003431392884522211,0.005415017527411692,0.9522912500113466,0.1692613772254827,0.19057197804469841,0.4746435291684457,0.09734232781123944,0.020472038722013003
8,0.32456922717392445,7.388400041963905,0.14000501111149788,0.04072043189080432,0.13653929042629898,0.003165051723954093,0.004139445885812165,0.9602471549435544,0.1630821117854829,0.19656133149816243,0.48853374495558494,0.09098254578192877,0.02108742036970577
9,0.27502470929175615,7.530569834169,0.10839108610525727,0.03229616014868952,0.12774447980336845,0.0028356971761240857,0.003757288279302884,1.102673880284575,0.16697862868734303,0.22988299941168214,0.5701395102534126,0.11438752052481393,0.021285222007280075
