epoch,train_loss,epoch_seconds,train_loss_box_reg,train_loss_classifier,train_loss_mask,train_loss_objectness,train_loss_rpn_box_reg,val_loss,val_loss_box_reg,val_loss_classifier,val_loss_mask,val_loss_objectness,val_loss_rpn_box_reg
0,1.4544375911355019,6.267779165878892,0.1727813556790352,0.3154071243479848,0.7517366856336594,0.1867805240326561,0.027731872934964485,1.1258074767614534,0.19198902232264028,0.22659509926936858,0.5964124908778056,0.09081914764950881,0.01999171404518475
1,0.8153145648539066,6.596596209332347,0.2011837838217616,0.17023497680202127,0.3990598926320672,0.029141517356038094,0.01569440272578504,1.222212791130805,0.22720261921963522,0.29817029557810093,0.5904167395923774,0.08377990671933302,0.022643237739511282
2,0.7024223562330008,7.600997957866639,0.2016693539917469,0.11322637205012143,0.35971681773662567,0.01640048531407956,0.011409333135816269,1.1768875344417482,0.23599528787500365,0.2951104373168883,0.5236930050618985,0.09961645716846389,0.02247234369434309
3,0.5719945058226585,7.155257500242442,0.1953949755989015,0.07902564539108425,0.27843545749783516,0.007158722342865076,0.011979700331721688,1.210895916944399,0.22519735678700067,0.3161860257630963,0.5317657374196652,0.11405239172265512,0.023694404835004543
4,0.5086216200143099,8.175332332961261,0.19458890380337834,0.07985384156927466,0.22022642381489277,0.004863556328928098,0.009088898557820357,1.249976498138218,0.22214061337360425,0.34481190378577764,0.5487072619156064,0.11258227815083593,0.021734444731471608
5,0.45885699801146984,7.9069933751598,0.17911012517288327,0.06164297531358898,0.20434841699898243,0.0048829325060069095,0.008872532394889276,1.4008488701120096,0.22175189808220724,0.38315895111763276,0.6585556053366336,0.11438736099541354,0.02299505846982661
6,0.3879911433905363,8.0665123751387,0.1510398481041193,0.05089922290062532,0.1758442036807537,0.0033093656129494775,0.00689850719027163,1.3126112995815526,0.21266316885923411,0.34204007999079195,0.6036428449899739,0.13128327297781842,0.022981932290911392
7,0.3912073131650686,8.657805999740958,0.15990019775927067,0.047051215660758317,0.17432218370959163,0.0030438488647632767,0.006889856062116451,1.2433819752869182,0.2139532179681399,0.3159496587681638,0.5835416872463925,0.10712443179992169,0.022812977442347216
8,0.36161696445196867,7.6554001667536795,0.13914589257910848,0.04396081517916173,0.16729933489114046,0.004262765163730364,0.006948153109988198,1.3670025687099128,0.21759558157265158,0.3205354932759016,0.6819599112837103,0.12267211844060626,0.024239464018265936
9,0.32170738838613033,7.947506584227085,0.12443461595103145,0.04189333587419242,0.14902050700038671,0.001929175003169803,0.004429760082530265,1.5195620631828357,0.20743945181730608,0.3880157022766223,0.7581791994381325,0.143208556448619,0.022719152977553572
