fold,video_id,true_label,predicted_label,predicted_prob,model
0,45.MG,1,1,0.6181697853822957,anatomy_classifier
0,51.RG,1,1,0.6238352523582719,anatomy_classifier
0,50.RG,1,1,0.5946713644822759,anatomy_classifier
0,40.RG,1,1,0.5628055213574101,anatomy_classifier
0,44.RG,1,1,0.6118225365330614,anatomy_classifier
0,5.MG,1,0,0.4667633103836182,anatomy_classifier
0,48.RG,1,1,0.5903123442899478,anatomy_classifier
0,26.RB,0,1,0.5113002119544551,anatomy_classifier
0,17.RB,0,1,0.5133505533884068,anatomy_classifier
0,33.RB,0,1,0.5092494902160728,anatomy_classifier
0,38.CB,0,0,0.42421919758338456,anatomy_classifier
0,28.CB,0,1,0.519908288038741,anatomy_classifier
0,4.RB,0,0,0.4476221360398933,anatomy_classifier
