epoch,train_loss,epoch_seconds,train_loss_box_reg,train_loss_classifier,train_loss_mask,train_loss_objectness,train_loss_rpn_box_reg,val_loss,val_loss_box_reg,val_loss_classifier,val_loss_mask,val_loss_objectness,val_loss_rpn_box_reg
0,1.6036332249641418,6.581795624922961,0.2082693218253553,0.39495575055480003,0.845607215538621,0.12563334207516164,0.029167602478992194,1.0830152221923866,0.2053554244834372,0.2587626861489337,0.5258012464368976,0.07529829833251626,0.017797569065058947
1,0.8278610408306122,7.393667500000447,0.24021976627409458,0.17944609001278877,0.36728652101010084,0.023239041853230447,0.017669627282884903,1.173500379430499,0.23505912587982444,0.3005503128296223,0.5400135259409458,0.08165232594865082,0.016225092042156535
2,0.6234928164631128,7.128394207917154,0.21548437047749758,0.12407616944983602,0.26440978329628706,0.007922847835288849,0.011599632183788344,1.1247942024382993,0.22869172418751002,0.2999515625319763,0.48298946541288623,0.09718367691289022,0.01597777692447692
3,0.5388179812580347,8.118866332806647,0.20430965069681406,0.09080287581309676,0.2285154266282916,0.005689320700184908,0.009500712294538971,1.5243519283291223,0.23168029573156637,0.29966970457546954,0.876273113352377,0.09923987607243875,0.017488936979828656
4,0.45698382519185543,7.900757041759789,0.18402754701673985,0.05548120348248631,0.20593712804839015,0.004113470618904103,0.0074244741299480665,1.2173180614692578,0.2112539779430858,0.3088570846883571,0.55696366943311,0.1228802787878996,0.017363056684602366
5,0.40354129392653704,7.398992707952857,0.15735607128590345,0.041949751786887646,0.19498835178092122,0.001960329092980828,0.007286788764758967,1.194101539031031,0.21041067686057896,0.3362053318201128,0.5204042927294538,0.10963729591310477,0.01744394420839032
6,0.35553831048309803,7.26985366595909,0.13550369953736663,0.04338929511141032,0.1661324636079371,0.00408573450113181,0.006427116131817456,1.365723996994576,0.18939149800849997,0.3383055652136316,0.6729932414088848,0.14736635400899595,0.017667339778559957
7,0.3008794579654932,7.202113250270486,0.10936399037018418,0.03514711803290993,0.14894388243556023,0.002130402317561675,0.005294060789310606,1.2596408819446816,0.19003654801813158,0.2886408021322627,0.6355870735026212,0.12760915377743628,0.017767301926379212
8,0.2847893862053752,7.588527249637991,0.10068983002565801,0.03315681510139257,0.14521633042022586,0.0020593970257323235,0.003667014967504656,1.432168984686695,0.19318357727755814,0.3840679917529513,0.695703194913081,0.1412418346565525,0.01797238673615086
9,0.28414477966725826,7.433279375080019,0.1035485933534801,0.03403354116016999,0.14185754675418139,0.0013545402689487673,0.003350559532918851,1.5047776552214138,0.19952341242904825,0.41815325387434105,0.7032676270762503,0.16514381527070324,0.018689549882299546
