fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
0,51.RG,1,1,0.7367947796394992,0.7367947796394992,-1
0,2.MG,1,1,0.962259419268016,0.962259419268016,-1
0,29.CB,0,0,0.36116524372924197,0.36116524372924197,-1
0,24.RB,0,0,0.26210911242559587,0.26210911242559587,-1
1,40.RG,1,1,0.28660099692497587,0.28660099692497587,-1
1,1.RG,1,1,0.31392762715477707,0.31392762715477707,-1
1,28.CB,0,0,0.5155864141061005,0.5155864141061005,-1
2,50.RG,1,1,0.6537779181485895,0.6537779181485895,-1
2,26.RB,0,0,0.4196252320804362,0.4196252320804362,-1
2,25.RB,0,0,0.2477861065142582,0.2477861065142582,-1
3,20.MG,1,1,0.9789522850633089,0.9789522850633089,-1
3,23.RG,1,1,0.8237821949587955,0.8237821949587955,-1
3,7.LB,0,0,0.47189983180524464,0.47189983180524464,-1
3,4.RB,0,1,0.9862713834344514,0.9862713834344514,-1
3,10.MB,0,1,0.8338401779126496,0.8338401779126496,-1
