fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
0,45.MG,1,1,0.8043420913381494,0.8043420913381494,-1
0,51.RG,1,0,0.45537249027311494,0.45537249027311494,-1
0,50.RG,1,1,0.7588171548582808,0.7588171548582808,-1
0,40.RG,1,1,0.5477807033646653,0.5477807033646653,-1
0,44.RG,1,1,0.5170390431617211,0.5170390431617211,-1
0,5.MG,1,1,0.667390207362482,0.667390207362482,-1
0,17.RB,0,0,0.12098688299750038,0.12098688299750038,-1
0,33.RB,0,0,0.13912116021730828,0.13912116021730828,-1
0,15.LB,0,0,0.44577760276735745,0.44577760276735745,-1
0,12.MB,0,0,0.3298555314434993,0.3298555314434993,-1
0,13.MB,0,1,0.6004865773540529,0.6004865773540529,-1
0,37.LB,0,0,0.13979030881781981,0.13979030881781981,-1
0,10.MB,0,1,0.6490149340568332,0.6490149340568332,-1
1,41.MG,1,1,0.7677108999154483,0.7677108999154483,-1
1,6.RG,1,1,0.9540516110475,0.9540516110475,-1
1,11.MG,1,1,0.6324052983805499,0.6324052983805499,-1
1,18.RG,1,1,0.7020860625169291,0.7020860625169291,-1
1,49.RG,1,1,0.6548187148497445,0.6548187148497445,-1
1,48.RG,1,1,0.854693468147736,0.854693468147736,-1
1,32.RB,0,1,0.6055071523356191,0.6055071523356191,-1
1,26.RB,0,0,0.05530850143098246,0.05530850143098246,-1
1,53.RB,0,0,0.07575623784388079,0.07575623784388079,-1
1,29.CB,0,0,0.3347354866335535,0.3347354866335535,-1
1,38.CB,0,0,0.07943111894198307,0.07943111894198307,-1
1,39.LB,0,0,0.08309824913528925,0.08309824913528925,-1
1,35.RB,0,0,0.28700407540424416,0.28700407540424416,-1
2,20.MG,1,1,0.7922488456203585,0.7922488456203585,-1
2,14.RG,1,0,0.212644047204617,0.212644047204617,-1
2,2.MG,1,1,0.7906875838452259,0.7906875838452259,-1
2,21.RG,1,1,0.6271749816717338,0.6271749816717338,-1
2,46.RG,1,1,0.8400608290290665,0.8400608290290665,-1
2,47.MG,1,1,0.7452284916390531,0.7452284916390531,-1
2,16.RB,0,0,0.31432592347446975,0.31432592347446975,-1
2,7.LB,0,0,0.2744075467222083,0.2744075467222083,-1
2,8.MB,0,0,0.2346439019184209,0.2346439019184209,-1
2,36.LB,0,0,0.3152607805864587,0.3152607805864587,-1
2,24.RB,0,0,0.18409743579509144,0.18409743579509144,-1
2,31.RB,0,0,0.12458796436488453,0.12458796436488453,-1
3,54.MG,1,1,0.8502610176988842,0.8502610176988842,-1
3,19.LG,1,1,0.6276012760466773,0.6276012760466773,-1
3,23.RG,1,0,0.3073652086127463,0.3073652086127463,-1
3,3.LG,1,1,0.81060761668422,0.81060761668422,-1
3,1.RG,1,1,0.5932860338839102,0.5932860338839102,-1
3,52.MG,1,1,0.7654427124052268,0.7654427124052268,-1
3,27.RB,0,0,0.2121763346344757,0.2121763346344757,-1
3,28.CB,0,0,0.06374016147137435,0.06374016147137435,-1
3,4.RB,0,1,0.5925067511714844,0.5925067511714844,-1
3,34.MB,0,0,0.31877211990542614,0.31877211990542614,-1
3,25.RB,0,0,0.04110737649706914,0.04110737649706914,-1
3,30.CB,0,1,0.7718333509233176,0.7718333509233176,-1
