fold,video_id,true_label,predicted_label,predicted_prob,model
0,45.MG,1,1,0.9943248734797997,anatomy_classifier
0,51.RG,1,1,0.9873465547714113,anatomy_classifier
0,50.RG,1,1,0.9999276596663776,anatomy_classifier
0,40.RG,1,1,0.9975897040523816,anatomy_classifier
0,44.RG,1,1,0.9983552941190703,anatomy_classifier
0,5.MG,1,1,0.9641832172018805,anatomy_classifier
0,48.RG,1,1,0.9796535804311767,anatomy_classifier
0,26.RB,0,0,6.171248811917718e-06,anatomy_classifier
0,17.RB,0,0,0.0001357310454177937,anatomy_classifier
0,33.RB,0,0,7.759354817490158e-05,anatomy_classifier
0,38.CB,0,0,8.202205206613842e-08,anatomy_classifier
0,28.CB,0,0,0.013011150371119627,anatomy_classifier
0,4.RB,0,1,0.9488190247251107,anatomy_classifier
