fold,video_id,true_label,predicted_label,predicted_prob,model
3,54.MG,1,1,0.9534475707095664,anatomy_classifier
3,19.LG,1,0,2.1291746295595343e-05,anatomy_classifier
3,43.RG,1,1,0.9999968504814732,anatomy_classifier
3,46.RG,1,1,0.7742612442827602,anatomy_classifier
3,1.RG,1,1,0.9999680512227438,anatomy_classifier
3,52.MG,1,1,0.9986729321308842,anatomy_classifier
3,7.LB,0,0,0.004128933909642249,anatomy_classifier
3,15.LB,0,0,0.00010598208106562573,anatomy_classifier
3,12.MB,0,0,0.00019331341923294366,anatomy_classifier
3,10.MB,0,0,0.001248088048759598,anatomy_classifier
3,25.RB,0,0,0.017762293872707977,anatomy_classifier
3,30.CB,0,1,0.9846924982967892,anatomy_classifier
