fold,video_id,true_label,predicted_label,predicted_prob,model
0,45.MG,1,1,0.9994596659557862,anatomy_classifier
0,51.RG,1,1,0.9999973628693408,anatomy_classifier
0,50.RG,1,1,0.9985314252638353,anatomy_classifier
0,40.RG,1,1,0.9988815429762924,anatomy_classifier
0,44.RG,1,1,0.827211334286085,anatomy_classifier
0,5.MG,1,1,0.992039439532482,anatomy_classifier
0,48.RG,1,1,0.9999936762352641,anatomy_classifier
0,26.RB,0,0,9.042015402818473e-05,anatomy_classifier
0,17.RB,0,1,1.0,anatomy_classifier
0,33.RB,0,0,3.554275642629127e-05,anatomy_classifier
0,38.CB,0,0,0.00024847215476714486,anatomy_classifier
0,28.CB,0,0,2.1086815731566094e-06,anatomy_classifier
0,4.RB,0,1,0.9906634650211068,anatomy_classifier
