fold,video_id,true_label,predicted_label,predicted_prob,model
2,20.MG,1,0,0.01583345846059364,anatomy_classifier
2,14.RG,1,1,0.947689108175472,anatomy_classifier
2,21.RG,1,1,0.9996511923077107,anatomy_classifier
2,23.RG,1,0,2.709681918751939e-08,anatomy_classifier
2,3.LG,1,1,0.6028611028182226,anatomy_classifier
2,47.MG,1,1,0.9197708704873414,anatomy_classifier
2,16.RB,0,0,9.123349296398048e-08,anatomy_classifier
2,27.RB,0,0,0.00011233309762381426,anatomy_classifier
2,34.MB,0,0,0.00039437629684875607,anatomy_classifier
2,8.MB,0,0,0.10433013358239866,anatomy_classifier
2,36.LB,0,0,0.019065456991332667,anatomy_classifier
2,31.RB,0,0,7.700582403869245e-10,anatomy_classifier
