fold,video_id,true_label,predicted_label,predicted_prob,logit_mean,n_clips
2,14.RG,1,1,0.8828306834902085,2.019513392448425,5
2,16.RB,0,1,0.8593202186941051,1.8096553802490234,5
2,2.MG,1,1,0.8735224449494269,1.9324689626693725,5
2,20.MG,1,1,0.8793472134508555,1.9862629413604735,5
2,21.RG,1,1,0.872699305883198,1.9250391006469727,5
2,24.RB,0,1,0.6604004169688859,0.6650791168212891,5
2,31.RB,0,1,0.8248403127960563,1.5494917511940003,5
2,36.LB,0,1,0.8549941103977693,1.7743202209472657,5
2,46.RG,1,1,0.874502866738085,1.9413726568222045,5
2,47.MG,1,1,0.8491062642263957,1.7276084899902344,5
2,7.LB,0,1,0.8439060323476816,1.6875829696655273,5
2,8.MB,0,1,0.8557322808076188,1.7802868366241456,5
