fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
0,45.MG,1,1,0.8043420913381494,0.8043420913381494,-1
0,51.RG,1,0,0.45537249027311494,0.45537249027311494,-1
0,50.RG,1,1,0.7588171548582808,0.7588171548582808,-1
0,40.RG,1,1,0.5477807033646653,0.5477807033646653,-1
0,44.RG,1,1,0.5170390431617211,0.5170390431617211,-1
0,5.MG,1,1,0.667390207362482,0.667390207362482,-1
0,17.RB,0,0,0.12098688299750038,0.12098688299750038,-1
0,33.RB,0,0,0.13912116021730828,0.13912116021730828,-1
0,15.LB,0,0,0.44577760276735745,0.44577760276735745,-1
0,12.MB,0,0,0.3298555314434993,0.3298555314434993,-1
0,13.MB,0,1,0.6004865773540529,0.6004865773540529,-1
0,37.LB,0,0,0.13979030881781981,0.13979030881781981,-1
0,10.MB,0,1,0.6490149340568332,0.6490149340568332,-1
