fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
3,54.MG,1,1,0.8502610176988842,0.8502610176988842,-1
3,19.LG,1,1,0.6276012760466773,0.6276012760466773,-1
3,23.RG,1,0,0.3073652086127463,0.3073652086127463,-1
3,3.LG,1,1,0.81060761668422,0.81060761668422,-1
3,1.RG,1,1,0.5932860338839102,0.5932860338839102,-1
3,52.MG,1,1,0.7654427124052268,0.7654427124052268,-1
3,27.RB,0,0,0.2121763346344757,0.2121763346344757,-1
3,28.CB,0,0,0.06374016147137435,0.06374016147137435,-1
3,4.RB,0,1,0.5925067511714844,0.5925067511714844,-1
3,34.MB,0,0,0.31877211990542614,0.31877211990542614,-1
3,25.RB,0,0,0.04110737649706914,0.04110737649706914,-1
3,30.CB,0,1,0.7718333509233176,0.7718333509233176,-1
