fold,video_id,true_label,predicted_label,predicted_prob,logit_mean,n_clips
0,10.MB,0,1,0.9472588374186769,2.888176155090332,5
0,12.MB,0,1,0.9420955236473969,2.789311981201172,5
0,13.MB,0,1,0.9534046053588902,3.018537664413452,5
0,15.LB,0,1,0.9588569991637473,3.1486881256103514,5
0,17.RB,0,1,0.9441383532599233,2.8273946762084963,5
0,33.RB,0,1,0.9184235799598243,2.421118450164795,5
0,37.LB,0,1,0.9209691803963945,2.455588674545288,5
0,40.RG,1,1,0.9448287805488209,2.8405622959136965,5
0,44.RG,1,1,0.94139939350419,2.776622438430786,5
0,45.MG,1,1,0.962397568523723,3.242358922958374,5
0,5.MG,1,1,0.9589116001337268,3.1500730514526367,5
0,50.RG,1,1,0.9471689755925318,2.8863789081573485,5
0,51.RG,1,1,0.9504502501125152,2.953958606719971,5
