fold,video_id,true_label,predicted_label,predicted_prob,logit_mean,n_clips
3,1.RG,1,1,0.9914153570184013,4.749158668518066,5
3,19.LG,1,1,0.9888143252423132,4.481872653961181,5
3,23.RG,1,1,0.9889433442736703,4.493604469299316,5
3,25.RB,0,1,0.8436765454852171,1.6858418941497804,5
3,27.RB,0,1,0.8852907100142995,2.0435150623321534,5
3,28.CB,0,1,0.8941566409672619,2.1339207172393797,5
3,3.LG,1,1,0.9910027628390882,4.701799774169922,5
3,30.CB,0,1,0.9112726564712195,2.329274034500122,5
3,34.MB,0,1,0.9194592829179513,2.4350229024887087,5
3,4.RB,0,1,0.9907716073355836,4.676199150085449,5
3,52.MG,1,1,0.8638925073327586,1.8480033874511719,5
3,54.MG,1,1,0.8877707441497699,2.0681698322296143,5
