fold,video_id,true_label,predicted_label,predicted_prob,logit_mean,n_clips
0,10.MB,0,1,0.9472588374186769,2.888176155090332,5
0,12.MB,0,1,0.9420955236473969,2.789311981201172,5
0,13.MB,0,1,0.9534046053588902,3.018537664413452,5
0,15.LB,0,1,0.9588569991637473,3.1486881256103514,5
0,17.RB,0,1,0.9441383532599233,2.8273946762084963,5
0,33.RB,0,1,0.9184235799598243,2.421118450164795,5
0,37.LB,0,1,0.9209691803963945,2.455588674545288,5
0,40.RG,1,1,0.9448287805488209,2.8405622959136965,5
0,44.RG,1,1,0.94139939350419,2.776622438430786,5
0,45.MG,1,1,0.962397568523723,3.242358922958374,5
0,5.MG,1,1,0.9589116001337268,3.1500730514526367,5
0,50.RG,1,1,0.9471689755925318,2.8863789081573485,5
0,51.RG,1,1,0.9504502501125152,2.953958606719971,5
1,11.MG,1,1,0.7159549553236118,0.9244844198226929,5
1,18.RG,1,1,0.6970090293003476,0.8330953598022461,5
1,26.RB,0,0,0.06981324966470097,-2.5895615577697755,5
1,29.CB,0,0,0.4822078541218362,-0.07119864523410797,5
1,32.RB,0,0,0.3614115206721726,-0.5692429840564728,5
1,35.RB,0,0,0.3356180465030337,-0.6828834682703018,5
1,38.CB,0,0,0.4801431318022219,-0.07946926951408387,5
1,39.LB,0,0,0.17835695898621748,-1.5275191143155098,5
1,41.MG,1,1,0.6451196878636671,0.5976552784442901,5
1,48.RG,1,1,0.6874352169648423,0.7881558418273926,5
1,49.RG,1,1,0.7373605667990815,1.0322948932647704,5
1,53.RB,0,0,0.1915499880321896,-1.43997004032135,5
1,6.RG,1,1,0.6857564141175821,0.7803540468215943,5
2,14.RG,1,1,0.8828306834902085,2.019513392448425,5
2,16.RB,0,1,0.8593202186941051,1.8096553802490234,5
2,2.MG,1,1,0.8735224449494269,1.9324689626693725,5
2,20.MG,1,1,0.8793472134508555,1.9862629413604735,5
2,21.RG,1,1,0.872699305883198,1.9250391006469727,5
2,24.RB,0,1,0.6604004169688859,0.6650791168212891,5
2,31.RB,0,1,0.8248403127960563,1.5494917511940003,5
2,36.LB,0,1,0.8549941103977693,1.7743202209472657,5
2,46.RG,1,1,0.874502866738085,1.9413726568222045,5
2,47.MG,1,1,0.8491062642263957,1.7276084899902344,5
2,7.LB,0,1,0.8439060323476816,1.6875829696655273,5
2,8.MB,0,1,0.8557322808076188,1.7802868366241456,5
3,1.RG,1,1,0.9914153570184013,4.749158668518066,5
3,19.LG,1,1,0.9888143252423132,4.481872653961181,5
3,23.RG,1,1,0.9889433442736703,4.493604469299316,5
3,25.RB,0,1,0.8436765454852171,1.6858418941497804,5
3,27.RB,0,1,0.8852907100142995,2.0435150623321534,5
3,28.CB,0,1,0.8941566409672619,2.1339207172393797,5
3,3.LG,1,1,0.9910027628390882,4.701799774169922,5
3,30.CB,0,1,0.9112726564712195,2.329274034500122,5
3,34.MB,0,1,0.9194592829179513,2.4350229024887087,5
3,4.RB,0,1,0.9907716073355836,4.676199150085449,5
3,52.MG,1,1,0.8638925073327586,1.8480033874511719,5
3,54.MG,1,1,0.8877707441497699,2.0681698322296143,5
