fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
0,51.RG,1,1,0.7495088445012031,0.7495088445012031,-1
0,2.MG,1,1,0.9703153969083396,0.9703153969083396,-1
0,29.CB,0,0,0.34682881561401485,0.34682881561401485,-1
0,24.RB,0,0,0.24256834156627158,0.24256834156627158,-1
1,40.RG,1,1,0.6215831619418907,0.6215831619418907,-1
1,1.RG,1,1,0.584436543618627,0.584436543618627,-1
1,28.CB,0,0,0.35008626786643954,0.35008626786643954,-1
2,50.RG,1,1,0.6362086930508475,0.6362086930508475,-1
2,26.RB,0,0,0.4447235662857152,0.4447235662857152,-1
2,25.RB,0,0,0.2993331500575132,0.2993331500575132,-1
3,20.MG,1,1,0.9695019725126781,0.9695019725126781,-1
3,23.RG,1,1,0.8093878790029287,0.8093878790029287,-1
3,7.LB,0,0,0.5,0.5,-1
3,4.RB,0,1,0.978955580551469,0.978955580551469,-1
3,10.MB,0,1,0.8187834659171096,0.8187834659171096,-1
