fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
3,54.MG,1,1,0.9376313561801505,0.9376313561801505,-1
3,19.LG,1,1,0.7864786607349147,0.7864786607349147,-1
3,43.RG,1,1,0.7779917818378732,0.7779917818378732,-1
3,46.RG,1,1,0.9695486929849856,0.9695486929849856,-1
3,1.RG,1,1,0.9298542112270869,0.9298542112270869,-1
3,52.MG,1,1,0.9049311775721663,0.9049311775721663,-1
3,7.LB,0,0,0.41934272191080246,0.41934272191080246,-1
3,15.LB,0,0,0.33857721119145723,0.33857721119145723,-1
3,12.MB,0,0,0.29587596222805274,0.29587596222805274,-1
3,10.MB,0,1,0.8555620677836874,0.8555620677836874,-1
3,25.RB,0,0,0.08126555500609968,0.08126555500609968,-1
3,30.CB,0,1,0.8922890353923635,0.8922890353923635,-1
