fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
0,45.MG,1,1,0.8646152170935749,0.8646152170935749,-1
0,51.RG,1,1,0.7564060748282567,0.7564060748282567,-1
0,50.RG,1,1,0.8372479402335835,0.8372479402335835,-1
0,40.RG,1,0,0.30606836160354595,0.30606836160354595,-1
0,44.RG,1,1,0.6465188148002954,0.6465188148002954,-1
0,5.MG,1,1,0.6405815518112917,0.6405815518112917,-1
0,48.RG,1,1,0.8033762445205064,0.8033762445205064,-1
0,26.RB,0,0,0.10453947838246389,0.10453947838246389,-1
0,17.RB,0,0,0.21717899284403763,0.21717899284403763,-1
0,33.RB,0,0,0.10928617020546065,0.10928617020546065,-1
0,38.CB,0,0,0.2303215694621555,0.2303215694621555,-1
0,28.CB,0,0,0.05943703631873174,0.05943703631873174,-1
0,4.RB,0,1,0.6438486805649011,0.6438486805649011,-1
