fold,video_id,true_label,predicted_label,predicted_prob,prob_mean,n_frames
1,41.MG,1,1,0.5625527089780183,0.5625527089780183,-1
1,6.RG,1,1,0.6971432750484433,0.6971432750484433,-1
1,11.MG,1,1,0.5441597953397126,0.5441597953397126,-1
1,2.MG,1,1,0.7295578539513622,0.7295578539513622,-1
1,18.RG,1,1,0.6266589474715385,0.6266589474715385,-1
1,49.RG,1,1,0.6576502281821218,0.6576502281821218,-1
1,32.RB,0,1,0.5967986356807683,0.5967986356807683,-1
1,53.RB,0,0,0.3988929926280066,0.3988929926280066,-1
1,29.CB,0,0,0.41349038632317225,0.41349038632317225,-1
1,13.MB,0,0,0.4330096132488694,0.4330096132488694,-1
1,37.LB,0,0,0.4018160801238194,0.4018160801238194,-1
1,39.LB,0,0,0.4038232929725858,0.4038232929725858,-1
1,35.RB,0,0,0.39927280317135355,0.39927280317135355,-1
